Time,Altitude,Temp,Voltage,3 pt avg altitude,3 pt sym time deriv,7 pt avg altitude,7 pt sym time deriv
123.55,6325,82.3F,8,6325.33333333333,-26.6666666666621,6324.85714285714,-20.0000000000011
123.6,6324,82.3F,8,6323.66666666667,-26.6666666666583,6324,-17.1428571428609
123.65,6322,82.3F,8,6322.66666666667,-19.9999999999983,6323.14285714286,-19.9999999999983
123.7,6322,82.3F,8,6321.66666666667,-13.3333333333402,6322,-21.42857142857
123.75,6321,82.3F,7.9,6321.33333333333,-13.3333333333402,6321,-18.5714285714322
123.8,6321,82.3F,8,6320.33333333333,-20.0000000000011,6320.14285714286,-14.2857142857164
123.85,6319,82.3F,7.9,6319.33333333333,-19.9999999999983,6319.57142857143,-9.99999999999915
123.9,6318,82.3F,8,6318.33333333333,-13.3333333333292,6319.14285714286,-7.14285714285264
123.95,6318,82.3F,7.9,6318,0,6318.85714285714,-10.0000000000006
124,6318,82.3F,7.9,6318.33333333333,6.66666666667008,6318.14285714286,-14.2857142857164
124.05,6319,82.3F,8,6318.66666666667,-3.33333333333049,6317.42857142857,-11.4285714285695
124.1,6319,82.3F,8,6318,-23.3333333333374,6317,-8.57142857143044
124.15,6316,82.3F,8,6316.33333333333,-29.9999999999974,6316.57142857143,-9.99999999999915
124.2,6314,82.3F,8,6315,-16.6666666666616,6316,-17.1428571428542
124.25,6315,82.3F,8,6314.66666666667,-3.33333333333049,6314.85714285714,-24.285714285717
124.3,6315,82.3F,7.9,6314.66666666667,-13.3333333333402,6313.57142857143,-18.5714285714322
124.35,6314,82.3F,8,6313.33333333333,-29.9999999999974,6313,-11.4285714285679
124.4,6311,82.3F,8,6311.66666666667,-23.3333333333283,6312.42857142857,-15.7142857142831
124.45,6310,82.3F,8,6311,-10.0000000000006,6311.42857142857,-20.0000000000011
124.5,6312,82.3F,8,6310.66666666667,-10.0000000000006,6310.42857142857,-20.0000000000011
124.55,6310,82.3F,8,6310,-20.0000000000011,6309.42857142857,-15.7142857142853
124.6,6308,82.3F,7.9,6308.66666666667,-23.3333333333283,6308.85714285714,-11.4285714285679
124.65,6308,82.3F,8,6307.66666666667,-13.3333333333383,6308.28571428571,-17.1428571428609
124.7,6307,82.3F,7.9,6307.33333333333,-10.0000000000006,6307.14285714286,-22.8571428571481
124.75,6307,82.3F,8,6306.66666666667,-16.6666666666616,6306,-18.5714285714231
124.8,6306,82.3F,8,6305.66666666667,-26.6666666666712,6305.28571428571,-18.5714285714322
124.85,6304,82.3F,7.9,6304,-26.6666666666674,6304.14285714286,-19.9999999999983
124.9,6302,82.3F,7.9,6303,-23.3333333333283,6303.28571428571,-18.5714285714205
124.95,6303,82.3F,8,6301.66666666667,-16.6666666666706,6302.28571428571,-17.1428571428633
125,6300,82.3F,8,6301.33333333333,-13.3333333333402,6301.57142857143,-14.2857142857164
125.05,6301,82.3F,8,6300.33333333333,-6.66666666666098,6300.85714285714,-11.4285714285695
125.1,6300,82.3F,8,6300.66666666667,-3.33333333333002,6300.42857142857,-11.4285714285769
125.15,6301,82.3F,8,6300,-9.99999999999915,6299.71428571429,-9.99999999999915
125.2,6299,82.3F,8,6299.66666666667,-13.3333333333311,6299.42857142857,-10.0000000000006
125.25,6299,82.3F,8,6298.66666666667,-13.3333333333402,6298.71428571429,-12.8571428571475
125.3,6298,82.3F,8,6298.33333333333,-13.3333333333402,6298.14285714286,-12.8571428571384
125.35,6298,82.3F,8,6297.33333333333,-16.6666666666592,6297.42857142857,-14.2857142857144
125.4,6296,82.3F,8,6296.66666666667,-13.3333333333292,6296.71428571429,-14.2857142857144
125.45,6296,82.3F,8,6296,-13.3333333333402,6296,-17.1428571428542
125.5,6296,82.3F,8,6295.33333333333,-13.3333333333311,6295,-21.42857142857
125.55,6294,82.3F,7.9,6294.66666666667,-23.3333333333316,6293.85714285714,-22.8571428571481
125.6,6294,82.3F,8,6293,-29.9999999999974,6292.71428571429,-22.8571428571448
125.65,6291,82.3F,7.9,6291.66666666667,-33.3333333333275,6291.57142857143,-22.8571428571357
125.7,6290,82.3F,8,6289.66666666667,-30.0000000000017,6290.42857142857,-20.0000000000011
125.75,6288,82.3F,7.9,6288.66666666667,-16.6666666666706,6289.57142857143,-17.1428571428633
125.8,6288,82.3F,7.9,6288,-6.66666666667008,6288.71428571429,-14.2857142857164
125.85,6288,82.3F,8,6288,0,6288.14285714286,-11.4285714285679
125.9,6288,82.3F,7.9,6288,-3.33333333333002,6287.57142857143,-9.99999999999915
125.95,6288,82.3F,8,6287.66666666667,-10.0000000000006,6287.14285714286,-11.4285714285695
126,6287,82.3F,8,6287,-16.6666666666706,6286.42857142857,-17.1428571428542
126.05,6286,82.3F,7.9,6286,-23.3333333333316,6285.42857142857,-18.5714285714322
126.1,6285,82.3F,7.9,6284.66666666667,-29.9999999999974,6284.57142857143,-18.5714285714296
126.15,6283,82.3F,8,6283,-26.6666666666674,6283.57142857143,-19.9999999999983
126.2,6281,82.3F,8,6282,-16.6666666666706,6282.57142857143,-20.0000000000011
126.25,6282,82.3F,8,6281.33333333333,-10.0000000000006,6281.57142857143,-20.0000000000011
126.3,6281,82.3F,7.9,6281,-13.3333333333311,6280.57142857143,-18.5714285714322
126.35,6280,82.3F,7.9,6280,-19.9999999999983,6279.71428571429,-12.8571428571366
126.4,6279,82.3F,8,6279,-19.9999999999983,6279.28571428571,-11.4285714285679
126.45,6278,82.3F,7.9,6278,-13.3333333333311,6278.57142857143,-17.1428571428633
126.5,6277,82.3F,8,6277.66666666667,-6.66666666667008,6277.57142857143,-18.5714285714322
126.55,6278,82.3F,8,6277.33333333333,-13.3333333333402,6276.71428571429,-15.7142857142853
126.6,6277,82.3F,8,6276.33333333333,-23.3333333333283,6276,-12.8571428571366
126.65,6274,82.3F,7.9,6275,-23.3333333333283,6275.42857142857,-12.8571428571457
126.7,6274,82.3F,8,6274,-10.0000000000006,6274.71428571429,-18.5714285714322
126.75,6274,82.3F,7.9,6274,-6.66666666667008,6273.57142857143,-21.42857142857
126.8,6274,82.3F,8,6273.33333333333,-20.0000000000011,6272.57142857143,-12.8571428571384
126.85,6272,82.3F,8,6272,-26.6666666666583,6272.28571428571,-9.99999999999915
126.9,6270,82.3F,8,6270.66666666667,-13.3333333333292,6271.57142857143,-15.7142857142922
126.95,6270,82.3F,7.9,6270.66666666667,-3.33333333333959,6270.71428571429,-17.1428571428542
127,6272,82.3F,8,6270.33333333333,-10.0000000000006,6269.85714285714,-15.7142857142853
127.05,6269,82.3F,8,6269.66666666667,-20.0000000000011,6269.14285714286,-12.8571428571475
127.1,6268,82.3F,7.9,6268.33333333333,-19.9999999999983,6268.57142857143,-12.8571428571366
127.15,6268,82.3F,8,6267.66666666667,-13.3333333333292,6267.85714285714,-17.1428571428518
127.2,6267,82.3F,7.9,6267,-16.6666666666706,6266.85714285714,-18.5714285714322
127.25,6266,82.3F,8,6266,-16.6666666666706,6266,-15.7142857142853
127.3,6265,82.3F,8,6265.33333333333,-16.6666666666706,6265.28571428571,-14.2857142857164
127.35,6265,82.3F,8,6264.33333333333,-16.6666666666592,6264.57142857143,-12.8571428571457
127.4,6263,82.3F,8,6263.66666666667,-13.3333333333292,6264,-12.8571428571366
127.45,6263,82.3F,8,6263,-6.66666666667008,6263.28571428571,-11.4285714285695
127.5,6263,82.3F,7.9,6263,-6.66666666667008,6262.85714285714,-11.4285714285786
127.55,6263,82.3F,8,6262.33333333333,-10.0000000000006,6262.14285714286,-11.4285714285786
127.6,6261,82.3F,8,6262,-13.3333333333292,6261.71428571429,-5.71428571428393
127.65,6262,82.3F,8,6261,-13.3333333333292,6261.57142857143,-4.28571428570613
127.7,6260,82.3F,8,6260.66666666667,-3.33333333333049,6261.28571428571,-7.14285714285365
127.75,6260,82.3F,8,6260.66666666667,3.33333333333049,6260.85714285714,-8.57142857143166
127.8,6262,82.3F,7.9,6261,3.33333333333049,6260.42857142857,-8.57142857143166
127.85,6261,82.3F,8,6261,-13.3333333333292,6260,-8.57142857143044
127.9,6260,82.3F,8,6259.66666666667,-19.9999999999983,6259.57142857143,-8.57142857143044
127.95,6258,82.3F,7.9,6259,-16.6666666666706,6259.14285714286,-10.0000000000006
128,6259,82.3F,8,6258,-13.3333333333292,6258.57142857143,-14.2857142857144
128.05,6257,82.3F,8,6257.66666666667,-6.66666666667008,6257.71428571429,-14.2857142857164
128.1,6257,82.3F,8,6257.33333333333,-10.0000000000006,6257.14285714286,-14.2857142857073
128.15,6258,82.3F,8,6256.66666666667,-10.0000000000006,6256.28571428571,-20.0000000000011
128.2,6255,82.3F,8,6256.33333333333,-23.3333333333407,6255.14285714286,-21.4285714285791
128.25,6256,82.3F,7.9,6254.33333333333,-33.3333333333227,6254.14285714286,-21.428571428564
128.3,6252,82.3F,8,6253,-33.3333333333322,6253,-25.7142857142859
128.35,6251,82.3F,8,6251,-30.0000000000017,6251.57142857143,-24.285714285717
128.4,6250,82.3F,7.9,6250,-20.0000000000011,6250.57142857143,-22.857142857139
128.45,6249,82.3F,8,6249,-16.6666666666706,6249.28571428571,-21.42857142857
128.5,6248,82.3F,8,6248.33333333333,-13.3333333333273,6248.42857142857,-19.9999999999955
128.55,6248,82.3F,8,6247.66666666667,-13.3333333333311,6247.28571428571,-18.5714285714322
128.6,6247,82.3F,8,6247,-23.3333333333407,6246.57142857143,-14.2857142857164
128.65,6246,82.3F,8,6245.33333333333,-23.3333333333316,6245.85714285714,-14.2857142857164
128.7,6243,82.3F,8,6244.66666666667,-13.3333333333311,6245.14285714286,-14.2857142857164
128.75,6245,82.3F,8,6244,-6.66666666666818,6244.42857142857,-15.7142857142808
128.8,6244,82.3F,7.9,6244,-6.66666666667008,6243.57142857143,-15.7142857142853
128.85,6243,82.3F,8,6243.33333333333,-16.6666666666706,6242.85714285714,-7.14285714285365
128.9,6243,82.3F,8,6242.33333333333,-16.6666666666616,6242.85714285714,-5.71428571428474
128.95,6241,82.3F,8,6241.66666666667,-6.66666666666098,6242.28571428571,-10.0000000000006
129,6241,82.3F,7.9,6241.66666666667,0,6241.85714285714,-8.57142857142922
129.05,6243,82.3F,8,6241.66666666667,0,6241.42857142857,-10.0000000000006
129.1,6241,82.3F,7.9,6241.66666666667,-10.0000000000006,6240.85714285714,-10.0000000000006
129.15,6241,82.3F,8,6240.66666666667,-16.6666666666706,6240.42857142857,-10.0000000000006
129.2,6240,82.3F,8,6240,-16.6666666666706,6239.85714285714,-14.2857142857164
129.25,6239,82.3F,8,6239,-19.9999999999955,6239,-15.7142857142808
129.3,6238,82.3F,8,6238,-16.6666666666706,6238.28571428571,-14.2857142857164
129.35,6237,82.3F,8,6237.33333333333,-13.3333333333311,6237.57142857143,-15.7142857142944
129.4,6237,82.3F,8,6236.66666666667,-10.0000000000006,6236.71428571429,-18.5714285714322
129.45,6236,82.3F,8,6236.33333333333,-13.3333333333402,6235.71428571429,-20.0000000000011
129.5,6236,82.3F,8,6235.33333333333,-23.333333333325,6234.71428571429,-19.9999999999955
129.55,6234,82.3F,7.9,6234,-30.0000000000017,6233.71428571429,-21.42857142857
129.6,6232,82.3F,8,6232.33333333333,-30.0000000000017,6232.57142857143,-21.42857142857
129.65,6231,82.3F,7.9,6231,-23.3333333333316,6231.57142857143,-24.285714285717
129.7,6230,82.3F,7.9,6230,-16.6666666666706,6230.14285714286,-24.285714285717
129.75,6229,82.3F,8,6229.33333333333,-19.9999999999955,6229.14285714286,-17.1428571428493
129.8,6229,82.3F,8,6228,-20.0000000000011,6228.42857142857,-15.7142857142853
129.85,6226,82.3F,7.9,6227.33333333333,-13.3333333333311,6227.57142857143,-15.7142857142853
129.9,6227,82.3F,8,6226.66666666667,-10.0000000000006,6226.85714285714,-14.2857142857164
129.95,6227,82.3F,8,6226.33333333333,-10.0000000000006,6226.14285714286,-15.7142857142853
130,6225,82.3F,8,6225.66666666667,-16.6666666666568,6225.28571428571,-11.4285714285662
130.05,6225,82.3F,8,6224.66666666667,-16.6666666666706,6225,-11.4285714285786
130.1,6224,82.3F,8,6224,-10.0000000000006,6224.14285714286,-15.7142857142853
130.15,6223,82.3F,8,6223.66666666667,-13.3333333333311,6223.42857142857,-12.8571428571384
130.2,6224,82.3F,7.9,6222.66666666667,-13.3333333333402,6222.85714285714,-11.4285714285695
130.25,6221,82.3F,8,6222.33333333333,-13.3333333333364,6222.28571428571,-11.4285714285753
130.3,6222,82.3F,8,6221.33333333333,-10.0000000000006,6221.71428571429,-14.2857142857164
130.35,6221,82.3F,7.9,6221.33333333333,-6.66666666666098,6220.85714285714,-18.5714285714231
130.4,6221,82.3F,8,6220.66666666667,-20.0000000000011,6219.85714285714,-17.1428571428633
130.45,6220,82.3F,7.9,6219.33333333333,-26.6666666666712,6219.14285714286,-17.1428571428633
130.5,6217,82.3F,8,6218,-26.6666666666545,6218.14285714286,-18.5714285714179
130.55,6217,82.3F,8,6216.66666666667,-20.0000000000011,6217.28571428571,-18.5714285714231
130.6,6216,82.3F,8,6216,-13.3333333333402,6216.28571428571,-18.5714285714322
130.65,6215,82.3F,8,6215.33333333333,-13.3333333333311,6215.42857142857,-12.8571428571475
130.7,6215,82.3F,8,6214.66666666667,-10.0000000000006,6215,-11.4285714285695
130.75,6214,82.3F,8,6214.33333333333,-6.66666666666818,6214.28571428571,-14.2857142857123
130.8,6214,82.3F,8,6214,-10.0000000000006,6213.57142857143,-15.7142857142944
130.85,6214,82.3F,8,6213.33333333333,-16.6666666666706,6212.71428571429,-15.7142857142853
130.9,6212,82.3F,7.9,6212.33333333333,-26.6666666666621,6212,-15.7142857142853
130.95,6211,82.3F,8,6210.66666666667,-23.3333333333316,6211.14285714286,-17.1428571428542
131,6209,82.3F,8,6210,-16.6666666666659,6210.28571428571,-18.5714285714179
131.05,6210,82.3F,7.9,6209,-13.3333333333311,6209.28571428571,-20.0000000000011
131.1,6208,82.3F,8,6208.66666666667,-13.3333333333311,6208.28571428571,-17.1428571428633
131.15,6208,82.3F,8,6207.66666666667,-20.0000000000011,6207.57142857143,-15.7142857142944
131.2,6207,82.3F,8,6206.66666666667,-16.6666666666706,6206.71428571429,-17.1428571428542
131.25,6205,82.3F,8,6206,-19.9999999999955,6205.85714285714,-14.2857142857032
131.3,6206,82.3F,8,6204.66666666667,-16.6666666666706,6205.28571428571,-14.2857142857164
131.35,6203,82.3F,7.9,6204.33333333333,-10.0000000000006,6204.42857142857,-15.7142857142944
131.4,6204,82.3F,8,6203.66666666667,-10.0000000000006,6203.71428571429,-10.0000000000006
131.45,6204,82.3F,7.9,6203.33333333333,-10.0000000000006,6203.42857142857,-10.0000000000006
131.5,6202,82.3F,8,6202.66666666667,-9.99999999999773,6202.71428571429,-11.4285714285662
131.55,6202,82.3F,7.9,6202.33333333333,-6.66666666667008,6202.28571428571,-8.57142857142256
131.6,6203,82.3F,8,6202,-10.0000000000006,6201.85714285714,-11.4285714285786
131.65,6201,82.3F,7.9,6201.33333333333,-13.3333333333311,6201.14285714286,-12.8571428571475
131.7,6200,82.3F,7.9,6200.66666666667,-13.3333333333311,6200.57142857143,-14.2857142857164
131.75,6201,82.3F,8,6200,-13.3333333333364,6199.71428571429,-19.9999999999955
131.8,6199,82.3F,8,6199.33333333333,-23.3333333333316,6198.57142857143,-21.42857142857
131.85,6198,82.3F,7.9,6197.66666666667,-30.0000000000017,6197.57142857143,-21.42857142857
131.9,6196,82.3F,8,6196.33333333333,-26.6666666666712,6196.42857142857,-24.285714285717
131.95,6195,82.3F,8,6195,-26.6666666666621,6195.14285714286,-22.8571428571481
132,6194,82.3F,8,6193.66666666667,-23.333333333325,6194.14285714286,-19.9999999999955
132.05,6192,82.3F,7.9,6192.66666666667,-16.6666666666706,6193.14285714286,-18.5714285714231
132.1,6192,82.3F,8,6192,-10.0000000000006,6192.28571428571,-17.1428571428542
132.15,6192,82.3F,7.9,6191.66666666667,-10.0000000000006,6191.42857142857,-17.1428571428633
132.2,6191,82.3F,8,6191,-16.6666666666706,6190.57142857143,-14.2857142857164
132.25,6190,82.3F,7.9,6190,-19.9999999999955,6190,-9.99999999999773
132.3,6189,82.3F,7.9,6189,-16.6666666666706,6189.57142857143,-11.4285714285695
132.35,6188,82.3F,8,6188.33333333333,-6.66666666667008,6188.85714285714,-11.4285714285695
132.4,6188,82.3F,8,6188.33333333333,-3.33333333333049,6188.42857142857,-7.14285714286275
132.45,6189,82.3F,7.9,6188,-3.33333333333049,6188.14285714286,-8.57142857143166
132.5,6187,82.3F,7.9,6188,-3.33333333332954,6187.57142857143,-11.4285714285662
132.55,6188,82.3F,8,6187.66666666667,-10.0000000000006,6187,-14.2857142857164
132.6,6188,82.3F,8,6187,-20.0000000000011,6186.14285714286,-18.5714285714322
132.65,6185,82.3F,8,6185.66666666667,-33.3333333333322,6185.14285714286,-20.0000000000011
132.7,6184,82.3F,7.9,6183.66666666667,-30.0000000000017,6184.14285714286,-22.857142857139
132.75,6182,82.3F,8,6182.66666666667,-23.3333333333341,6182.85714285714,-27.1428571428471
132.8,6182,82.3F,8,6181.33333333333,-23.3333333333407,6181.42857142857,-21.4285714285791
132.85,6180,82.3F,7.9,6180.33333333333,-23.3333333333316,6180.71428571429,-15.7142857142853
132.9,6179,82.3F,8,6179,-13.3333333333311,6179.85714285714,-15.7142857142853
132.95,6178,82.3F,7.9,6179,-3.33333333333049,6179.14285714286,-15.7142857142853
133,6180,82.2F,7.9,6178.66666666667,-6.66666666666818,6178.28571428571,-15.7142857142808
133.05,6178,82.3F,8,6178.33333333333,-16.6666666666706,6177.57142857143,-12.8571428571475
133.1,6177,82.3F,8,6177,-23.3333333333316,6177,-10.0000000000006
133.15,6176,82.3F,8,6176,-16.6666666666706,6176.57142857143,-14.2857142857164
133.2,6175,82.3F,7.9,6175.33333333333,-10.0000000000006,6175.57142857143,-17.1428571428542
133.25,6175,82.3F,8,6175,-9.99999999999773,6174.85714285714,-12.8571428571347
133.3,6175,82.3F,8,6174.33333333333,-13.3333333333311,6174.28571428571,-10.0000000000006
133.35,6173,82.3F,8,6173.66666666667,-13.3333333333311,6173.85714285714,-8.57142857143166
133.4,6173,82.3F,8,6173,-6.66666666667008,6173.42857142857,-11.4285714285786
133.45,6173,82.3F,8,6173,-3.33333333333049,6172.71428571429,-14.2857142857164
133.5,6173,82.3F,8,6172.66666666667,-13.3333333333273,6172,-12.8571428571347
133.55,6172,82.3F,8,6171.66666666667,-20.0000000000011,6171.42857142857,-10.0000000000006
133.6,6170,82.3F,8,6170.66666666667,-20.0000000000011,6171,-12.8571428571475
133.65,6170,82.2F,8,6169.66666666667,-10.0000000000006,6170.14285714286,-18.5714285714322
133.7,6169,82.3F,8,6169.66666666667,-10.0000000000006,6169.14285714286,-18.5714285714231
133.75,6170,82.3F,8,6168.66666666667,-19.9999999999955,6168.28571428571,-17.1428571428493
133.8,6167,82.3F,8,6167.66666666667,-23.3333333333407,6167.42857142857,-17.1428571428633
133.85,6166,82.3F,7.9,6166.33333333333,-23.3333333333407,6166.57142857143,-15.7142857142853
133.9,6166,82.3F,7.9,6165.33333333333,-16.6666666666616,6165.85714285714,-17.1428571428542
133.95,6164,82.3F,8,6164.66666666667,-13.3333333333311,6164.85714285714,-15.7142857142853
134,6164,82.3F,7.9,6164,-9.99999999999773,6164.28571428571,-12.8571428571438
134.05,6164,82.3F,8,6163.66666666667,-6.66666666667008,6163.57142857143,-14.2857142857164
134.1,6163,82.3F,8,6163.33333333333,-13.3333333333402,6162.85714285714,-12.8571428571384
134.15,6163,82.3F,8,6162.33333333333,-16.6666666666616,6162.28571428571,-12.8571428571475
134.2,6161,82.3F,7.9,6161.66666666667,-16.6666666666616,6161.57142857143,-15.7142857142944
134.25,6161,82.3F,8,6160.66666666667,-16.6666666666659,6160.71428571429,-15.7142857142808
134.3,6160,82.3F,8,6160,-16.6666666666706,6160,-15.7142857142853
134.35,6159,82.3F,7.9,6159,-16.6666666666706,6159.14285714286,-17.1428571428542
134.4,6158,82.3F,7.9,6158.33333333333,-13.3333333333311,6158.28571428571,-14.2857142857164
134.45,6158,82.3F,7.9,6157.66666666667,-16.6666666666616,6157.71428571429,-11.4285714285786
134.5,6157,82.3F,8,6156.66666666667,-13.3333333333364,6157.14285714286,-11.4285714285662
134.55,6155,82.3F,8,6156.33333333333,-6.66666666667008,6156.57142857143,-11.4285714285695
134.6,6157,82.3F,7.9,6156,-3.33333333333049,6156,-12.8571428571384
134.65,6156,82.3F,8,6156,-10.0000000000006,6155.28571428571,-15.7142857142853
134.7,6155,82.3F,8,6155,-20.0000000000011,6154.42857142857,-14.2857142857164
134.75,6154,82.3F,8,6154,-23.333333333325,6153.85714285714,-14.2857142857123
134.8,6153,82.3F,8,6152.66666666667,-23.3333333333316,6153,-17.1428571428633
134.85,6151,82.3F,8,6151.66666666667,-16.6666666666706,6152.14285714286,-18.5714285714322
134.9,6151,82.3F,7.9,6151,-10.0000000000006,6151.14285714286,-17.1428571428542
134.95,6151,82.3F,8,6150.66666666667,-13.3333333333311,6150.42857142857,-12.8571428571384
135,6150,82.3F,8,6149.66666666667,-16.6666666666659,6149.85714285714,-9.99999999999773
135.05,6148,82.3F,8,6149,-10.0000000000006,6149.42857142857,-8.57142857143166
135.1,6149,82.3F,8,6148.66666666667,-3.33333333333049,6149,-10.0000000000006
135.15,6149,82.3F,8,6148.66666666667,-3.33333333333959,6148.42857142857,-12.8571428571475
135.2,6148,82.3F,7.9,6148.33333333333,-10.0000000000006,6147.71428571429,-12.8571428571475
135.25,6148,82.3F,8,6147.66666666667,-16.6666666666568,6147.14285714286,-11.4285714285662
135.3,6147,82.3F,8,6146.66666666667,-23.3333333333407,6146.57142857143,-12.8571428571384
135.35,6145,82.3F,7.9,6145.33333333333,-20.0000000000011,6145.85714285714,-15.7142857142853
135.4,6144,82.3F,7.9,6144.66666666667,-10.0000000000006,6145,-17.1428571428633
135.45,6145,82.3F,8,6144.33333333333,-10.0000000000006,6144.14285714286,-17.1428571428542
135.5,6144,82.3F,7.9,6143.66666666667,-16.6666666666568,6143.28571428571,-18.5714285714179
135.55,6142,82.3F,8,6142.66666666667,-20.0000000000011,6142.28571428571,-15.7142857142944
135.6,6142,82.3F,8,6141.66666666667,-23.3333333333407,6141.71428571429,-15.7142857142944
135.65,6141,82.3F,8,6140.33333333333,-20.0000000000011,6140.71428571429,-20.0000000000011
135.7,6138,82.3F,8,6139.66666666667,-16.6666666666616,6139.71428571429,-15.7142857142853
135.75,6140,82.3F,8,6138.66666666667,-13.3333333333364,6139.14285714286,-12.8571428571347
135.8,6138,82.3F,8,6138.33333333333,-10.0000000000006,6138.42857142857,-11.4285714285695
135.85,6137,82.3F,8,6137.66666666667,-10.0000000000006,6138,-7.14285714286275
135.9,6138,82.3F,7.9,6137.33333333333,0,6137.71428571429,-8.57142857143166
135.95,6137,82.3F,7.9,6137.66666666667,-3.33333333333049,6137.14285714286,-11.4285714285695
136,6138,82.2F,7.9,6137,-9.99999999999773,6136.57142857143,-11.4285714285662
136.05,6136,82.3F,8,6136.66666666667,-16.6666666666706,6136,-14.2857142857164
136.1,6136,82.3F,8,6135.33333333333,-23.3333333333407,6135.14285714286,-20.0000000000011
136.15,6134,82.3F,8,6134.33333333333,-23.3333333333316,6134,-22.857142857139
136.2,6133,82.3F,7.9,6133,-30.0000000000017,6132.85714285714,-20.0000000000011
136.25,6132,82.3F,8,6131.33333333333,-26.6666666666636,6132,-17.1428571428584
136.3,6129,82.3F,8,6130.33333333333,-16.6666666666616,6131.14285714286,-15.7142857142853
136.35,6130,82.3F,8,6129.66666666667,-3.33333333333049,6130.42857142857,-15.7142857142853
136.4,6130,82.3F,8,6130,0,6129.57142857143,-17.1428571428633
136.45,6130,82.3F,8,6129.66666666667,-13.3333333333311,6128.71428571429,-11.4285714285695
136.5,6129,82.3F,8,6128.66666666667,-23.3333333333341,6128.42857142857,-9.99999999999773
136.55,6127,82.3F,8,6127.33333333333,-20.0000000000011,6127.71428571429,-14.2857142857164
136.6,6126,82.3F,8,6126.66666666667,-13.3333333333311,6127,-17.1428571428542
136.65,6127,82.3F,7.9,6126,-10.0000000000006,6126,-18.5714285714322
136.7,6125,82.3F,8,6125.66666666667,-16.6666666666706,6125.14285714286,-12.8571428571475
136.75,6125,82.3F,8,6124.33333333333,-19.9999999999955,6124.71428571429,-8.57142857142013
136.8,6123,82.3F,8,6123.66666666667,-10.0000000000006,6124.28571428571,-10.0000000000006
136.85,6123,82.3F,8,6123.33333333333,-3.33333333333959,6123.71428571429,-11.4285714285786
136.9,6124,82.3F,8,6123.33333333333,0,6123.14285714286,-8.57142857142256
136.95,6123,82.3F,8,6123.33333333333,-10.0000000000006,6122.85714285714,-5.71428571428474
137,6123,82.3F,7.9,6122.33333333333,-9.99999999999773,6122.57142857143,-7.14285714286072
137.05,6121,82.3F,8,6122.33333333333,-6.66666666666098,6122.14285714286,-11.4285714285695
137.1,6123,82.3F,7.9,6121.66666666667,-10.0000000000006,6121.42857142857,-18.5714285714231
137.15,6121,82.3F,8,6121.33333333333,-16.6666666666706,6120.28571428571,-21.42857142857
137.2,6120,82.3F,7.9,6120,-33.3333333333322,6119.28571428571,-18.5714285714322
137.25,6119,82.3F,8,6118,-33.3333333333227,6118.42857142857,-22.8571428571416
137.3,6115,82.3F,8,6116.66666666667,-26.6666666666712,6117,-27.1428571428639
137.35,6116,82.3F,7.9,6115.33333333333,-20.0000000000011,6115.71428571429,-24.285714285717
137.4,6115,82.3F,7.9,6114.66666666667,-20.0000000000011,6114.57142857143,-24.2857142857079
137.45,6113,82.3F,7.9,6113.33333333333,-23.3333333333407,6113.28571428571,-18.5714285714322
137.5,6112,82.2F,8,6112.33333333333,-19.9999999999955,6112.71428571429,-12.8571428571438
137.55,6112,82.3F,8,6111.33333333333,-13.3333333333311,6112,-15.7142857142853
137.6,6110,82.3F,7.9,6111,-6.66666666666098,6111.14285714286,-14.2857142857164
137.65,6111,82.3F,8,6110.66666666667,-6.66666666667008,6110.57142857143,-14.2857142857164
137.7,6111,82.3F,8,6110.33333333333,-10.0000000000006,6109.71428571429,-14.2857142857164
137.75,6109,82.3F,8,6109.66666666667,-23.333333333325,6109.14285714286,-9.99999999999773
137.8,6109,82.3F,8,6108,-20.0000000000011,6108.71428571429,-14.2857142857164
137.85,6106,82.3F,7.9,6107.66666666667,-10.0000000000006,6107.71428571429,-20.0000000000011
137.9,6108,82.3F,7.9,6107,-13.3333333333402,6106.71428571429,-17.1428571428542
137.95,6107,82.2F,8,6106.33333333333,-20.0000000000011,6106,-17.1428571428542
138,6104,82.3F,8,6105,-23.333333333325,6105,-17.1428571428493
138.05,6104,82.3F,7.9,6104,-16.6666666666706,6104.28571428571,-15.7142857142853
138.1,6104,82.3F,8,6103.33333333333,-16.6666666666706,6103.42857142857,-18.5714285714322
138.15,6102,82.3F,7.9,6102.33333333333,-16.6666666666616,6102.42857142857,-17.1428571428633
138.2,6101,82.3F,8,6101.66666666667,-13.3333333333311,6101.71428571429,-14.2857142857164
138.25,6102,82.3F,8,6101,-13.3333333333364,6101,-14.2857142857032
138.3,6100,82.3F,8,6100.33333333333,-16.6666666666706,6100.28571428571,-11.4285714285695
138.35,6099,82.3F,8,6099.33333333333,-13.3333333333311,6099.85714285714,-8.57142857143166
138.4,6099,82.3F,7.9,6099,-3.33333333333049,6099.42857142857,-11.4285714285786
138.45,6099,82.3F,8,6099,-3.33333333333049,6098.71428571429,-11.4285714285695
138.5,6099,82.3F,8,6098.66666666667,-9.99999999999773,6098.28571428571,-9.99999999999773
138.55,6098,82.3F,8,6098,-13.3333333333402,6097.71428571429,-12.8571428571475
138.6,6097,82.3F,7.9,6097.33333333333,-16.6666666666706,6097,-15.7142857142853
138.65,6097,82.3F,8,6096.33333333333,-20.0000000000011,6096.14285714286,-17.1428571428542
